BAFTA Film Award-Winners-Films-Best Editing,1,BAFTA Awards,1980
BAFTA Film Award-Winners-Films-Best Film,1,BAFTA Awards,1980
BAFTA Film Award-Winners-Films-Best Production Design,1,BAFTA Awards,1980
BAFTA Film Award-Winners-Films-Best Screenplay,1,BAFTA Awards,1980
BAFTA Film Award-Winners-Films-Best Short Film,1,BAFTA Awards,1980
BAFTA Film Award-Winners-Films-Best Sound Track,1,BAFTA Awards,1980
BAFTA Film Award-Winners-Films-Most Promising Newcomer to Leading Film Role,1,BAFTA Awards,1980
BAFTA Film Award-Winners-People-Best Actor,1,BAFTA Awards,1980
BAFTA Film Award-Winners-People-Best Actress,1,BAFTA Awards,1980
BAFTA Film Award-Winners-People-Best Supporting Actor,1,BAFTA Awards,1980
BAFTA Film Award-Winners-People-Best Supporting Actress,1,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-'Flame of Knowledge',1,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-'Harlequin' (Documentary/Factual),3,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-'Harlequin' (Drama/Light Entertainment),5,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Costume Design,2,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Design,3,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Documentary Programme,3,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Drama Series/Serial,3,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Factual Series,2,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Film Cameraman,3,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Film Editor,3,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Film Sound,2,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Graphics,3,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Light Entertainment Performance,3,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Light Entertainment Programme/Series,3,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Make Up,3,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Programme/Series Without Category,1,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Single Play,3,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Situation Comedy,3,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Sound Supervisor,3,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Television Cameraman,4,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best Television Lighting,5,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Best VTR Editor,4,BAFTA Awards,1980
BAFTA TV Award-Nominees-Films-Film Editor,1,BAFTA Awards,1980
BAFTA TV Award-Nominees-People-Best Actor,3,BAFTA Awards,1980
BAFTA TV Award-Nominees-People-Best Actress,3,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-'Flame of Knowledge',1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-'Harlequin' (Documentary/Factual),1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-'Harlequin' (Drama/Light Entertainment),1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-Best Costume Design,1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-Best Design,1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-Best Documentary Programme,1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-Best Drama Series/Serial,1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-Best Film Cameraman,1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-Best Film Editor,1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-Best Film Sound,1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-Best Graphics,1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-Best Light Entertainment Performance,1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-Best Light Entertainment Programme/Series,1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-Best Make Up,1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-Best Programme/Series Without Category,1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-Best Single Play,1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-Best Situation Comedy,1,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-Best Television Lighting,2,BAFTA Awards,1980
BAFTA TV Award-Winners-Films-Best VTR Editor,2,BAFTA Awards,1980
BAFTA TV Award-Winners-People-Best Actor,1,BAFTA Awards,1980
BAFTA TV Award-Winners-People-Best Actress,1,BAFTA Awards,1980
Flaherty Documentary Award-Winners-Films,1,BAFTA Awards,1980
Shell International Award-Winners-Films,1,BAFTA Awards,1980
Academy Fellowship-Winners-People,3,BAFTA Awards,1981
Anthony Asquith Award for Film Music-Nominees-Films,3,BAFTA Awards,1981
Anthony Asquith Award for Film Music-Winners-Films,1,BAFTA Awards,1981
BAFTA Film Award-Nominees-Films-Best Animated Film,3,BAFTA Awards,1981
BAFTA Film Award-Nominees-Films-Best Cinematography,3,BAFTA Awards,1981
BAFTA Film Award-Nominees-Films-Best Costume Design,3,BAFTA Awards,1981
BAFTA Film Award-Nominees-Films-Best Direction,3,BAFTA Awards,1981
BAFTA Film Award-Nominees-Films-Best Editing,3,BAFTA Awards,1981
BAFTA Film Award-Nominees-Films-Best Film,3,BAFTA Awards,1981
BAFTA Film Award-Nominees-Films-Best Production Design/Art Direction,3,BAFTA Awards,1981
BAFTA Film Award-Nominees-Films-Best Screenplay,3,BAFTA Awards,1981
BAFTA Film Award-Nominees-Films-Best Short Film,2,BAFTA Awards,1981
BAFTA Film Award-Nominees-Films-Best Sound,4,BAFTA Awards,1981
BAFTA Film Award-Nominees-Films-Most Outstanding Newcomer to Leading Film Roles,3,BAFTA Awards,1981
BAFTA Film Award-Nominees-People-Best Actor,3,BAFTA Awards,1981
BAFTA Film Award-Nominees-People-Best Actress,3,BAFTA Awards,1981
BAFTA Film Award-Winners-Films-Best Animated Film,1,BAFTA Awards,1981
BAFTA Film Award-Winners-Films-Best Cinematography,1,BAFTA Awards,1981
BAFTA Film Award-Winners-Films-Best Costume Design,1,BAFTA Awards,1981
BAFTA Film Award-Winners-Films-Best Direction,1,BAFTA Awards,1981
BAFTA Film Award-Winners-Films-Best Editing,1,BAFTA Awards,1981
BAFTA Film Award-Winners-Films-Best Film,1,BAFTA Awards,1981
BAFTA Film Award-Winners-Films-Best Production Design/Art Direction,1,BAFTA Awards,1981
BAFTA Film Award-Winners-Films-Best Screenplay,1,BAFTA Awards,1981
BAFTA Film Award-Winners-Films-Best Short Film,1,BAFTA Awards,1981
BAFTA Film Award-Winners-Films-Best Sound,1,BAFTA Awards,1981
BAFTA Film Award-Winners-Films-Most Outstanding Newcomer to Leading Film Roles,1,BAFTA Awards,1981
BAFTA Film Award-Winners-People-Best Actor,1,BAFTA Awards,1981
BAFTA Film Award-Winners-People-Best Actress,1,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-'Harlequin' (Documentary/Factual),4,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-'Harlequin' (Drama/Light Entertainment),7,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Comedy Series,4,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Costume Design,3,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Design,2,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Documentary Programme,2,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Drama Series/Serial,3,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Factual Series,2,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Film Cameraman,3,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Film Editor,2,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Film Sound,5,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Graphics,2,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Light Entertainment Performance,3,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Light Entertainment Programme,3,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Make Up,3,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Original Television Music,6,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Programme/Series Without Category,3,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Single Play,3,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Television Cameraman,4,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best Television Lighting,4,BAFTA Awards,1981
BAFTA TV Award-Nominees-Films-Best VTR Editor,2,BAFTA Awards,1981
BAFTA TV Award-Nominees-People-Best Actor,3,BAFTA Awards,1981
BAFTA TV Award-Nominees-People-Best Actress,3,BAFTA Awards,1981
BAFTA TV Award-Winners-Films-'Harlequin' (Documentary/Factual),1,BAFTA Awards,1981
BAFTA TV Award-Winners-Films-'Harlequin' (Drama/Light Entertainment),1,BAFTA Awards,1981
BAFTA TV Award-Winners-Films-Best Comedy Series,1,BAFTA Awards,1981
BAFTA TV Award-Winners-Films-Best Costume Design,1,BAFTA Awards,1981
BAFTA TV Award-Winners-Films-Best Design,1,BAFTA Awards,1981
BAFTA TV Award-Winners-Films-Best Drama Series/Serial,1,BAFTA Awards,1981
BAFTA TV Award-Winners-Films-Best Film Cameraman,1,BAFTA Awards,1981
BAFTA TV Award-Winners-Films-Best Film Editor,2,BAFTA Awards,1981
BAFTA TV Award-Winners-Films-Best Graphics,2,BAFTA Awards,1981
BAFTA TV Award-Winners-Films-Best Light Entertainment Performance,1,BAFTA Awards,1981
BAFTA TV Award-Winners-Films-Best Light Entertainment Programme,1,BAFTA Awards,1981
BAFTA TV Award-Winners-Films-Best Original Television Music,4,BAFTA Awards,1981
BAFTA TV Award-Winners-Films-Best Programme/Series Without Category,1,BAFTA Awards,1981
BAFTA TV Award-Winners-Films-Best Single Play,1,BAFTA Awards,1981
BAFTA TV Award-Winners-Films-Best Television Cameraman,3,BAFTA Awards,1981
BAFTA TV Award-Winners-Films-Best Television Lighting,2,BAFTA Awards,1981
BAFTA TV Award-Winners-People-Best Actor,1,BAFTA Awards,1981
BAFTA TV Award-Winners-People-Best Actress,1,BAFTA Awards,1981
BAFTA TV Award-Winners-People-Best Documentary Programme,1,BAFTA Awards,1981
BAFTA TV Award-Winners-People-Richard Dimbleby Award,1,BAFTA Awards,1981
Michael Balcon Award-Winners-People,1,BAFTA Awards,1981
Academy Fellowship-Winners-People,1,BAFTA Awards,1982
Anthony Asquith Award for Film Music-Nominees-Films,3,BAFTA Awards,1982
Anthony Asquith Award for Film Music-Winners-Films,1,BAFTA Awards,1982
BAFTA Film Award-Nominees-Films-Best Animated Film,2,BAFTA Awards,1982
BAFTA Film Award-Nominees-Films-Best Cinematography,3,BAFTA Awards,1982
BAFTA Film Award-Nominees-Films-Best Costume Design,3,BAFTA Awards,1982
BAFTA Film Award-Nominees-Films-Best Direction,3,BAFTA Awards,1982
BAFTA Film Award-Nominees-Films-Best Editing,3,BAFTA Awards,1982
BAFTA Film Award-Nominees-Films-Best Film,4,BAFTA Awards,1982
BAFTA Film Award-Nominees-Films-Best Production Design/Art Direction,3,BAFTA Awards,1982
BAFTA Film Award-Nominees-Films-Best Screenplay,3,BAFTA Awards,1982
BAFTA Film Award-Nominees-Films-Best Short Film,2,BAFTA Awards,1982
BAFTA Film Award-Nominees-Films-Best Sound,3,BAFTA Awards,1982
BAFTA Film Award-Nominees-Films-Best Supporting Artist,3,BAFTA Awards,1982
BAFTA Film Award-Nominees-Films-Most Outstanding Newcomer to Leading Film Roles,3,BAFTA Awards,1982
BAFTA Film Award-Nominees-People-Best Actor,3,BAFTA Awards,1982
BAFTA Film Award-Nominees-People-Best Actress,3,BAFTA Awards,1982
BAFTA Film Award-Winners-Films-Best Animated Film,1,BAFTA Awards,1982
BAFTA Film Award-Winners-Films-Best Cinematography,1,BAFTA Awards,1982
BAFTA Film Award-Winners-Films-Best Costume Design,1,BAFTA Awards,1982
BAFTA Film Award-Winners-Films-Best Direction,1,BAFTA Awards,1982
BAFTA Film Award-Winners-Films-Best Editing,1,BAFTA Awards,1982
BAFTA Film Award-Winners-Films-Best Film,1,BAFTA Awards,1982
BAFTA Film Award-Winners-Films-Best Production Design/Art Direction,1,BAFTA Awards,1982
BAFTA Film Award-Winners-Films-Best Screenplay,1,BAFTA Awards,1982
BAFTA Film Award-Winners-Films-Best Short Film,1,BAFTA Awards,1982
BAFTA Film Award-Winners-Films-Best Sound,1,BAFTA Awards,1982
BAFTA Film Award-Winners-Films-Best Supporting Artist,1,BAFTA Awards,1982
BAFTA Film Award-Winners-Films-Most Outstanding Newcomer to Leading Film Roles,1,BAFTA Awards,1982
BAFTA Film Award-Winners-People-Best Actor,1,BAFTA Awards,1982
BAFTA Film Award-Winners-People-Best Actress,1,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-'Flame of Knowledge',1,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-'Harlequin' (Documentary/Factual),4,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-'Harlequin' (Drama/Light Entertainment),5,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Comedy Series,3,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Costume Design,3,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Design,2,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Documentary Programme,1,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Drama Series/Serial,3,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Factual Series,2,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Film Cameraman,4,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Film Editor,3,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Film Sound,2,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Graphics,2,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Light Entertainment Performance,2,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Light Entertainment Programme,3,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Make Up,2,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Original Television Music,3,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Programme/Series Without Category,3,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Single Play,2,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Sound Supervisor,2,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Television Cameraman,1,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best VTR Editor,1,BAFTA Awards,1982
BAFTA TV Award-Nominees-Films-Best Video Lighting,2,BAFTA Awards,1982
BAFTA TV Award-Nominees-People-Best Actor,4,BAFTA Awards,1982
BAFTA TV Award-Nominees-People-Best Actress,2,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-'Harlequin' (Documentary/Factual),1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-'Harlequin' (Drama/Light Entertainment),1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best Comedy Series,1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best Costume Design,1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best Design,1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best Documentary Programme,1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best Drama Series/Serial,1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best Film Cameraman,1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best Film Editor,1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best Film Sound,1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best Graphics,1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best Light Entertainment Performance,1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best Make Up,1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best Original Television Music,2,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best Programme/Series Without Category,1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best Single Play,1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best Sound Supervisor,1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best VTR Editor,1,BAFTA Awards,1982
BAFTA TV Award-Winners-Films-Best Video Lighting,2,BAFTA Awards,1982
BAFTA TV Award-Winners-People-Best Actor,1,BAFTA Awards,1982
BAFTA TV Award-Winners-People-Best Actress,1,BAFTA Awards,1982
Flaherty Documentary Award-Nominees-Films,3,BAFTA Awards,1982
Flaherty Documentary Award-Winners-Films,1,BAFTA Awards,1982
Michael Balcon Award-Winners-People,1,BAFTA Awards,1982
Shell International Award-Winners-Films,1,BAFTA Awards,1982
Academy Fellowship-Winners-People,1,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Best Cinematography,3,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Best Costume Design,2,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Best Direction,3,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Best Film,3,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Best Film Editing,3,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Best Foreign Language Film,3,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Best Make Up Artist,3,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Best Original Song,3,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Best OriginalTelevision Music,1,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Best Production Design/Art Direction,2,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Best Score,3,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Best Screenplay,3,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Best Short Animated Film,2,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Best Short Film,3,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Best Sound,3,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Best Special Visual Effects,3,BAFTA Awards,1983
BAFTA Film Award-Nominees-Films-Most Outstanding Newcomer to Leading Film Roles,3,BAFTA Awards,1983
BAFTA Film Award-Nominees-People-Best Actor,4,BAFTA Awards,1983
BAFTA Film Award-Nominees-People-Best Actress,3,BAFTA Awards,1983
BAFTA Film Award-Nominees-People-Best Supporting Actor,3,BAFTA Awards,1983
BAFTA Film Award-Nominees-People-Best Supporting Actress,2,BAFTA Awards,1983
BAFTA Film Award-Winners-Films-Best Cinematography,1,BAFTA Awards,1983
BAFTA Film Award-Winners-Films-Best Costume Design,1,BAFTA Awards,1983
BAFTA Film Award-Winners-Films-Best Direction,1,BAFTA Awards,1983
BAFTA Film Award-Winners-Films-Best Film,1,BAFTA Awards,1983
BAFTA Film Award-Winners-Films-Best Film Editing,1,BAFTA Awards,1983
BAFTA Film Award-Winners-Films-Best Foreign Language Film,1,BAFTA Awards,1983
BAFTA Film Award-Winners-Films-Best Make Up Artist,1,BAFTA Awards,1983
BAFTA Film Award-Winners-Films-Best Original Song,1,BAFTA Awards,1983
BAFTA Film Award-Winners-Films-Best Production Design/Art Direction,1,BAFTA Awards,1983
BAFTA Film Award-Winners-Films-Best Score,1,BAFTA Awards,1983
BAFTA Film Award-Winners-Films-Best Screenplay,1,BAFTA Awards,1983
BAFTA Film Award-Winners-Films-Best Short Animated Film,1,BAFTA Awards,1983
BAFTA Film Award-Winners-Films-Best Short Film,1,BAFTA Awards,1983
BAFTA Film Award-Winners-Films-Best Sound,1,BAFTA Awards,1983
BAFTA Film Award-Winners-Films-Best Special Visual Effects,1,BAFTA Awards,1983
BAFTA Film Award-Winners-Films-Most Outstanding Newcomer to Leading Film Roles,1,BAFTA Awards,1983
BAFTA Film Award-Winners-People-Best Actor,1,BAFTA Awards,1983
BAFTA Film Award-Winners-People-Best Actress,1,BAFTA Awards,1983
BAFTA Film Award-Winners-People-Best Supporting Actor,1,BAFTA Awards,1983
BAFTA Film Award-Winners-People-Best Supporting Actress,2,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Actuality Coverage,1,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Children's Programme (Documentary/Educational),3,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Children's Programme (Entertainment/Drama),4,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Comedy Series,3,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Costume Design,3,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Design,1,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Drama Series/Serial,3,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Factual Series,2,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Film Cameraman,2,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Film Editor,2,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Film Sound,4,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Graphics,3,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Light Entertainment Performance,4,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Light Entertainment Programme,2,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Make Up,4,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Original Television Music,3,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Programme/Series Without Category,3,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Single Drama,3,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Sound Supervisor,3,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best VTR Editor,1,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Video Cameraman,1,BAFTA Awards,1983
BAFTA TV Award-Nominees-Films-Best Video Lighting,4,BAFTA Awards,1983
BAFTA TV Award-Nominees-People-Best Actor,3,BAFTA Awards,1983
BAFTA TV Award-Nominees-People-Best Actress,2,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Children's Programme (Documentary/Educational),1,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Children's Programme (Entertainment/Drama),1,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Comedy Series,1,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Costume Design,1,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Design,2,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Documentary Programme,1,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Drama Series/Serial,1,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Film Cameraman,1,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Film Editor,1,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Graphics,2,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Light Entertainment Performance,1,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Light Entertainment Programme,1,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Original Television Music,3,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Programme/Series Without Category,1,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Single Drama,1,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Sound Supervisor,1,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best VTR Editor,1,BAFTA Awards,1983
BAFTA TV Award-Winners-Films-Best Video Cameraman,1,BAFTA Awards,1983
BAFTA TV Award-Winners-People-Best Actor,1,BAFTA Awards,1983
BAFTA TV Award-Winners-People-Best Actress,1,BAFTA Awards,1983
BAFTA TV Award-Winners-People-Best Film Sound,4,BAFTA Awards,1983
Flaherty Documentary Award-Nominees-Films,3,BAFTA Awards,1983
Flaherty Documentary Award-Winners-Films,1,BAFTA Awards,1983
Michael Balcon Award-Winners-People,1,BAFTA Awards,1983
Writers' Award (TV)-Winners-People,1,BAFTA Awards,1983
Academy Fellowship-Winners-People,2,BAFTA Awards,1984
BAFTA Film Award-Nominees-Films-Best Cinematography,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-Films-Best Costume Design,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-Films-Best Direction,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-Films-Best Editing,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-Films-Best Film,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-Films-Best Foreign Language Film,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-Films-Best Make Up Artist,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-Films-Best Original Song,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-Films-Best Production Design/Art Direction,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-Films-Best Score,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-Films-Best Screenplay Adapted,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-Films-Best Screenplay Original,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-Films-Best Short Film,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-Films-Best Sound,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-Films-Best Special Visual Effects,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-Films-Most Outstanding Newcomer to Film,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-People-Best Actor,2,BAFTA Awards,1984
BAFTA Film Award-Nominees-People-Best Actress,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-People-Best Supporting Actor,3,BAFTA Awards,1984
BAFTA Film Award-Nominees-People-Best Supporting Actress,3,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Best Cinematography,1,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Best Costume Design,1,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Best Direction,1,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Best Editing,1,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Best Film,1,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Best Foreign Language Film,1,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Best Make Up Artist,1,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Best Original Song,1,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Best Production Design/Art Direction,1,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Best Score,1,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Best Screenplay Adapted,1,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Best Screenplay Original,1,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Best Short Animated Film,1,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Best Short Film,1,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Best Sound,1,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Best Special Visual Effects,1,BAFTA Awards,1984
BAFTA Film Award-Winners-Films-Most Outstanding Newcomer to Film,1,BAFTA Awards,1984
BAFTA Film Award-Winners-People-Best Actor,2,BAFTA Awards,1984
BAFTA Film Award-Winners-People-Best Actress,1,BAFTA Awards,1984
BAFTA Film Award-Winners-People-Best Supporting Actor,1,BAFTA Awards,1984
BAFTA Film Award-Winners-People-Best Supporting Actress,1,BAFTA Awards,1984
BAFTA TV Award-Nominees-Films-Best Actuality Coverage,1,BAFTA Awards,1984
